Time,PositionX,PositionY,Orientation,Speed,SteeringAngle,XError,YError,HeadingError
1.2,-2.624812837914714e-07,2.2384395254351549e-07,-1.1757886764381992e-06,5.0,0.5820010900497437,4.126678337029675,2.823212143131224,0.600001109197784
1.3,-2.8564279244691626e-07,2.2340083656150695e-07,-1.177155409356497e-06,5.0,0.6320011019706726,3.9804192783880716,3.0259318052793613,0.6500011070128264
1.4,-3.088409529505842e-07,2.229579189808388e-07,-1.178524513001525e-06,5.0,0.6820011138916016,3.8242112452633954,3.2210882132305363,0.700001104626829
1.5,-3.320756170044348e-07,2.2251519901062427e-07,-1.179895976752865e-06,5.0,0.7320011258125305,3.658444676444722,3.4081935776014713,0.7500011020624768
1.6,0.07729926149610084,-0.00039858182212092154,0.0026532761155419475,4.94573974609375,0.7904182076454163,3.406234285239726,3.5871790363197347,0.808612711987123
1.7,0.21828088724571934,0.002438623846753778,0.03954086106974155,4.8538360595703125,0.8253727555274963,3.081634842179192,3.7539634018547097,0.8438989043153369
1.8,0.41104668694808544,0.018279241149637485,0.1517192531932548,4.734504222869873,0.7948972582817078,2.6970031544052366,3.8983553069877797,0.8138547078464158
1.9,0.5495063777911047,0.04642884800648584,0.24269453515385492,4.653499126434326,0.7782739996910095,2.358909069528313,4.020648675940382,0.7975201259127376
2.0,0.7409544700517054,0.1082156833020553,0.3982916513049456,4.532750129699707,0.7067000865936279,1.9605570592889934,4.099139240737427,0.7263794391250199
2.1,0.9244316184543375,0.2052510917737222,0.6096242766988226,4.403599262237549,0.5792886018753052,1.5634236210042973,4.131865036196363,0.5994395844513761
2.2,1.0651985141027331,0.32210676131377103,0.7899321164053708,4.288675785064697,0.47714516520500183,1.2027820930251536,4.133930038993406,0.49772732997981994
2.3,1.1736381541071284,0.44938156435672855,0.9572127131193188,4.186296463012695,0.3845081925392151,0.8687990503136587,4.114438136945877,0.40548200215481345
2.4,1.2451799364115703,0.5646457863125244,1.0763029908845572,4.113890171051025,0.3357793092727661,0.5666088359717978,4.095549643523607,0.35701854677078493
2.5,1.313591253384951,0.7182096241065323,1.2380352945944206,4.01270055770874,0.2458849996328354,0.2630205585913923,4.026713472671399,0.26753477494446076
2.6,1.3596985713386056,0.8975617722591914,1.399985376705488,3.8959057331085205,0.15430711209774017,-0.022204428215668814,3.9202291548267736,0.17647495336369778
2.7,1.3776140760829556,1.058185978637598,1.5207820745361587,3.8049283027648926,0.10127226263284683,-0.28258064061774824,3.8204308104956977,0.1238454546864558
2.8,1.3795840636588335,1.2177852238658333,1.6243326562818938,3.719628095626831,0.06535768508911133,-0.5297483491576283,3.709463426076467,0.08831449239046374
2.9,1.37194214539965,1.3376002657313792,1.656796584294034,3.677762031555176,0.10001643002033234,-0.769428298562817,3.6259646894565636,0.12309770781058638
3.0,1.3537060149764482,1.4890089775364617,1.73126501609716,3.608016014099121,0.09458920359611511,-1.0000200066379337,3.4984659554838107,0.11795208031264659
3.1,1.3216186166905497,1.6527178174017156,1.8010034882983983,3.528568983078003,0.09508669376373291,-1.2176444776750877,3.3462010035450693,0.11878662302788623
3.2,1.28568822365481,1.7902808538807016,1.8566344102619337,3.4785709381103516,0.11013474315404892,-1.431685835161254,3.207587161326824,0.13397097746660158
3.3,1.2441380478362476,1.9201021669263958,1.9032565831351829,3.439561605453491,0.1350092887878418,-1.6397424918699168,3.0642229753431987,0.15889097193457613
3.4,1.2070797033951195,2.02717919504523,1.9154037866239861,3.429208517074585,0.1950095146894455,-1.8513021748727427,2.931144857217113,0.21872167638665307
3.5,1.156297723923702,2.158884751677538,1.9691281722186464,3.397763252258301,0.21611376106739044,-2.0475280021711626,2.761044982692147,0.2397568406830084
3.6,1.0942124453958861,2.2945161173097066,2.030336865493384,3.364621162414551,0.2307257205247879,-2.2302229188613216,2.574722037081269,0.2542833102796047
3.7,1.0361650899475863,2.4044206619985253,2.0863616550729343,3.3618571758270264,0.24909353256225586,-2.414116324070151,2.401955352877974,0.2723579107747893
3.8,0.9687672359927747,2.51556220163807,2.1483941729854474,3.35941743850708,0.26161035895347595,-2.5852150703102916,2.215938236799002,0.2845633771011724
3.9,0.9182133722099437,2.591359467747968,2.174389307424259,3.4002623558044434,0.30674055218696594,-2.769117528966378,2.0534391072713785,0.32913220732861603
4.0,0.8297369978192204,2.7099892063058926,2.2546481567735044,3.392376184463501,0.3019641041755676,-2.910471180554932,1.8364979278225162,0.3240445117033506
4.1,0.7346849288653525,2.8177559265041765,2.332090868679484,3.3934576511383057,0.29841330647468567,-3.040048385748916,1.6190559166627008,0.32013449212873946
4.2,0.6451602157333921,2.9062048764870174,2.393063566058593,3.4164178371429443,0.3087266683578491,-3.16939073873268,1.4098419567573512,0.3299823515373359
4.3,0.5306356370458293,3.004843969636099,2.4788918729661464,3.419834852218628,0.2953444719314575,-3.267423964447184,1.1796499843563892,0.3162304474402835
4.4,0.42476484357049327,3.0819879339801504,2.5517852073850533,3.446218252182007,0.2915157377719879,-3.3672704298472222,0.9604940851178001,0.31194252416916735
4.5,0.3072028534177834,3.153684445625046,2.6393869231682774,3.4692883491516113,0.2717130482196808,-3.448070967031479,0.73668153881456,0.2917199548069829
4.6,0.1713163015575478,3.2209051930624195,2.7245069963643505,3.4815242290496826,0.25350356101989746,-3.5026964079566683,0.5076208678211818,0.27316476363883657
4.7,0.02508116445234837,3.279906679447692,2.7962922926856244,3.4906582832336426,0.24770699441432953,-3.538646548320118,0.2774600845065298,0.26705192037717485
4.8,-0.09945443908340193,3.3206948599669888,2.8582054359146833,3.5282535552978516,0.24867872893810272,-3.5875141386228253,0.05662104278876612,0.2676057210937821
4.9,-0.19541025848536722,3.345525110374933,2.9205984757008183,3.5988001823425293,0.24542172253131866,-3.65574601175117,-0.15670159970241482,0.26383242002026197
5.0,-0.3552541602382304,3.3745166013582915,3.009835189278946,3.609339475631714,0.2179023176431656,-3.650463917496438,-0.3821558808385088,0.2360644613270857
5.1,-0.509909961376829,3.38944549070802,3.0801627595827794,3.6279444694519043,0.207145094871521,-3.640357714799281,-0.601026903750935,0.22505488911803617
5.2,-0.640140552874996,3.39435525495362,3.132469788211575,3.672572612762451,0.21204718947410583,-3.6443032139697404,-0.8168483958462991,0.22962232603480892
5.3,-0.7921397351262452,3.3911289921678054,-3.0855980207334883,3.697248697280884,0.20443354547023773,-3.615771244265184,-1.0309762857183924,0.22176767782476903
5.4,-0.889794507259398,3.3826730047613434,-3.0270245747737228,3.7755279541015625,0.1990496665239334,-3.630566202825908,-1.2457736035921942,0.2159777052104186
5.5,-1.0256980176901223,3.3627292548699,-2.9572932183279264,3.8157386779785156,0.18337436020374298,-3.595813875472195,-1.4544242946082417,0.20006052475802294
5.6,-1.2121087353362057,3.3196411255114686,-2.873508629223046,3.8028693199157715,0.15465831756591797,-3.499002968007084,-1.644700374731943,0.17131641799466113
5.7,-1.337097704826443,3.2825723034112344,-2.828421932167896,3.8505563735961914,0.16130702197551727,-3.4518384829390087,-1.8451822416985124,0.17773380436588937
5.8,-1.4715928141471633,3.2354600302099468,-2.7765970746926367,3.8866336345672607,0.16119250655174255,-3.38319801160079,-2.0392133841400346,0.17744152877675745
5.9,-1.589757110078935,3.185919343480829,-2.7172604624883117,3.9368863105773926,0.1520596146583557,-3.3187539049133354,-2.2338061066756936,0.16810126731059638
6.0,-1.723450720913323,3.1209888196929274,-2.6564613473308034,3.966813325881958,0.14155979454517365,-3.226511762088904,-2.4153887793935915,0.15747758471303497
6.1,-1.902510240401984,3.017396888023915,-2.5775869389712875,3.9386589527130127,0.1140134409070015,-3.0765313822933216,-2.560073676861729,0.1300219038172683
6.2,-2.029566015064603,2.9326924685625984,-2.5282534935745815,3.9640326499938965,0.11375742405653,-2.966109736301794,-2.7247891563961457,0.1296797419649689
6.3,-2.1609511649582744,2.8353749063307574,-2.47456227261659,3.9785122871398926,0.1092311218380928,-2.838872127398435,-2.8774111431665004,0.12510965122958373
6.4,-2.284632877482354,2.7333015840060666,-2.4216133487243203,3.9958677291870117,0.10506774485111237,-2.7068410014914117,-3.025172301143967,0.12089755685570269
6.5,-2.4007819344792534,2.626283505303182,-2.3669783438350365,4.015279293060303,0.09875670820474625,-2.569866445923478,-3.167259177953724,0.11453747936434233
6.6,-2.524388908621735,2.4988364750011756,-2.3113791224384594,4.014759063720703,0.09160589426755905,-2.41300994092259,-3.2875649457174165,0.10741297267208161
6.7,-2.644201450473143,2.360565387876451,-2.254790538327231,4.008430480957031,0.08335795998573303,-2.2476069424365273,-3.39507524624345,0.09921559189860396
6.8,-2.7402001867874284,2.238662568379794,-2.21959003250532,4.029463291168213,0.09592203050851822,-2.0937907761098766,-3.51636807851395,0.11173293397887019
6.9,-2.826785766255091,2.12463246732093,-2.2081430846999783,4.062548637390137,0.13280808925628662,-1.9373053067164325,-3.6423400308630764,0.14851785906676218
7.0,-2.9135810604759635,2.004113568268677,-2.172191561716429,4.090552806854248,0.14588652551174164,-1.7687023759780178,-3.7580297067167763,0.16150520308220973
7.1,-3.0058130994809185,1.8616822031562765,-2.116190940390374,4.097475528717041,0.139471635222435,-1.5829594303504608,-3.847423039586076,0.15507063743472727
7.2,-3.0741940048769707,1.7452943002583616,-2.0830751791566358,4.138667106628418,0.15466570854187012,-1.4095980767937646,-3.957896516732624,0.17013724913337702
7.3,-3.158495442804036,1.584566593258575,-2.0258487097643134,4.133718967437744,0.14729122817516327,-1.2091090456156537,-4.018499836537072,0.16278323858068844
7.4,-3.2180349138755924,1.4589949785721696,-1.9929796881661377,4.170864105224609,0.1628747582435608,-1.0224652446764475,-4.108175683114636,0.17825394037781805
7.5,-3.2853838940289335,1.2997838740829584,-1.9412738730895502,4.174557685852051,0.16097763180732727,-0.81741289266887,-4.157590467794677,0.1763462568330909
7.6,-3.359376901214089,1.0884696647544116,-1.8717627062787543,4.1275634765625,0.1428583860397339,-0.5954616583579955,-4.147759119468006,0.15837838188608933
7.7,-3.4050925685310434,0.9290719763766915,-1.8233749418524343,4.137853145599365,0.14364977180957794,-0.3919027271564959,-4.182197661702528,0.15914409657384132
7.8,-3.443659766880377,0.7615543377457179,-1.7669960027210032,4.141887664794922,0.13645480573177338,-0.18600175412032405,-4.200385133665587,0.1519465148504362
7.9,-3.4664352904390046,0.6352301048265887,-1.7303207298998131,4.18874454498291,0.1472664326429367,0.013179807636466645,-4.251170725259149,0.1626246703634231
8.0,-3.490564024057682,0.4445989009328886,-1.651884887920346,4.1720452308654785,0.11819322407245636,0.22234591973962248,-4.22861137747253,0.13362149111366284
8.1,-3.500464042655951,0.2583838293766095,-1.5895450439558771,4.1601972579956055,0.1041819378733635,0.42545216002807873,-4.201010101507585,0.11967837525725122
8.2,-3.499248779322793,0.09207504519061992,-1.535888892703068,4.167776584625244,0.0979163721203804,0.6251290466564474,-4.183460600512671,0.11342373056808674
8.3,-3.489123755892585,-0.08169186091602884,-1.4879895037332975,4.167124271392822,0.09751977026462555,0.8230799757068135,-4.148226644461205,0.11306645817468874
8.4,-3.473905042811057,-0.25303471734565613,-1.469308928644577,4.168445110321045,0.1270958036184311,1.02260093610756,-4.104844144722285,0.1426633544382867
8.5,-3.453681012697751,-0.4193014954861108,-1.42262499469834,4.174326419830322,0.129202738404274,1.2232435631287868,-4.055645295656807,0.14476647862617908
8.6,-3.4212836341752415,-0.6048901501001553,-1.365872481070794,4.159252643585205,0.1218719482421875,1.4172877737753642,-3.975939533647119,0.13749979070336393
8.7,-3.3880459756776142,-0.751918706562895,-1.3249724104928815,4.181306838989258,0.12921202182769775,1.6155006504369545,-3.92334418122935,0.14478443229098237
8.8,-3.336551825801249,-0.9356810878702777,-1.2719176662018872,4.163313388824463,0.12556149065494537,1.7998874759091525,-3.822329281577302,0.14120898592416498
8.9,-3.288111741435616,-1.0804926407464284,-1.2217872286842764,4.182941436767578,0.12369231879711151,1.9911692274874853,-3.748372662356766,0.1392928630187653
9.0,-3.2219850380046653,-1.2518621476427052,-1.1773854040874856,4.171677589416504,0.12862884998321533,2.168006040850767,-3.63578844068278,0.14428058424833634
9.1,-3.1427714069876074,-1.4313098853068165,-1.1248936581168814,4.148046493530273,0.12618660926818848,2.334390325219175,-3.502909407209366,0.14192547681081136
